운행일자,요일,월,주운행선,운행거리_km,수송품목,화물중량_톤,상하,출발시간대,공차회송여부,결합배송여부,장마철여부,동절기여부,운휴_지연위험_실현
2026-06-24,수,6,중앙선,212.7,시멘트,8.8,하,새벽(00-06),1,1,1,0,1
2026-02-06,금,2,호남선,221.2,컨테이너,17.6,하,새벽(00-06),0,0,0,1,0
2026-09-30,수,9,경부선,347.4,컨테이너,11.9,상,오후(12-18),0,0,0,0,0
2026-10-07,수,10,경부선,379.7,유류,9.0,하,오전(06-12),1,0,0,0,0
2026-07-29,수,7,충북선,192.2,유류,9.0,상,오후(12-18),0,0,1,0,0
2026-11-02,월,11,경부선,276.8,컨테이너,18.7,하,오후(12-18),0,0,0,0,0
2026-06-09,화,6,경부선,352.2,컨테이너,15.5,상,새벽(00-06),0,1,1,0,0
2026-03-10,화,3,경부선,330.8,컨테이너,13.4,상,야간(18-24),0,0,0,0,0
2026-02-25,수,2,경부선,312.4,석탄,5.0,상,야간(18-24),0,0,0,1,0
2026-03-22,일,3,장항선,144.1,컨테이너,13.4,하,새벽(00-06),1,0,0,0,0
2026-03-15,일,3,경부선,258.6,철강,10.7,상,새벽(00-06),1,1,0,0,0
2026-04-28,화,4,영동선,104.3,컨테이너,6.5,상,야간(18-24),0,1,0,0,0
2026-03-20,금,3,경부선,261.6,철강,8.4,하,오후(12-18),0,0,0,0,0
2026-08-04,화,8,중앙선,181.3,유류,16.2,하,야간(18-24),0,0,1,0,1
2026-02-24,화,2,중앙선,218.3,컨테이너,19.5,하,새벽(00-06),0,1,0,1,0
2026-08-15,토,8,중앙선,173.0,유류,5.7,하,야간(18-24),0,0,1,0,0
2026-05-02,토,5,부산신항선,10.9,광석,6.4,상,오전(06-12),0,1,0,0,0
2026-09-08,화,9,태백선,114.1,시멘트,16.2,하,오후(12-18),1,1,0,0,0
2026-07-07,화,7,경부선,332.2,컨테이너,9.5,하,새벽(00-06),1,0,1,0,0
2026-11-27,금,11,중앙선,211.1,시멘트,15.3,하,오후(12-18),1,1,0,0,1
2026-06-10,수,6,태백선,107.0,컨테이너,9.5,상,오전(06-12),0,0,1,0,0
2026-04-18,토,4,경부선,290.1,광석,15.5,상,새벽(00-06),0,0,0,0,0
2026-08-04,화,8,충북선,129.6,시멘트,3.8,하,야간(18-24),0,0,1,0,1
2026-08-29,토,8,경부선,340.6,철강,15.3,하,새벽(00-06),0,1,1,0,0
2026-06-10,수,6,중앙선,199.0,시멘트,1.0,상,오전(06-12),0,0,1,0,0
2026-07-24,금,7,중앙선,191.6,컨테이너,17.6,하,새벽(00-06),0,0,1,0,0
2026-06-21,일,6,중앙선,188.8,시멘트,11.8,하,오후(12-18),0,0,1,0,0
2026-04-22,수,4,부산신항선,11.6,유류,14.6,상,새벽(00-06),0,1,0,0,0
2026-04-25,토,4,충북선,169.9,시멘트,13.4,상,야간(18-24),0,1,0,0,0
2026-11-28,토,11,부산신항선,9.1,시멘트,1.8,하,오후(12-18),0,1,0,0,1
2026-09-04,금,9,전라선,210.3,기타,20.2,상,야간(18-24),0,0,0,0,0
2026-02-04,수,2,중앙선,191.2,컨테이너,14.0,상,새벽(00-06),0,0,0,1,0
2026-12-18,금,12,중앙선,186.7,유류,16.5,하,오후(12-18),1,0,0,1,0
2026-09-17,목,9,중앙선,265.4,컨테이너,7.2,하,야간(18-24),0,0,0,0,0
2026-01-19,월,1,태백선,127.8,철강,13.4,상,야간(18-24),0,0,0,1,0
2026-09-23,수,9,경부선,331.8,석탄,4.1,상,오후(12-18),0,0,0,0,0
2026-08-04,화,8,호남선,219.8,컨테이너,12.9,상,야간(18-24),0,1,1,0,0
2026-12-01,화,12,충북선,196.3,컨테이너,6.4,상,새벽(00-06),0,0,0,1,0
2026-06-28,일,6,충북선,141.0,컨테이너,25.0,상,새벽(00-06),0,0,1,0,0
2026-07-09,목,7,충북선,194.8,석탄,15.6,하,오전(06-12),1,0,1,0,0
2026-04-25,토,4,충북선,157.6,시멘트,20.0,상,오전(06-12),0,1,0,0,1
2026-04-28,화,4,전라선,304.4,컨테이너,10.5,상,야간(18-24),0,1,0,0,0
2026-08-14,금,8,전라선,240.3,시멘트,14.4,상,새벽(00-06),0,1,1,0,0
2026-10-30,금,10,경부선,271.0,기타,17.4,상,오전(06-12),1,0,0,0,0
2026-11-22,일,11,충북선,156.4,컨테이너,5.6,하,오전(06-12),0,0,0,0,0
2026-10-09,금,10,중앙선,240.1,석탄,8.0,하,오후(12-18),0,1,0,0,1
2026-08-11,화,8,충북선,163.3,광석,17.8,하,새벽(00-06),0,0,1,0,0
2026-07-02,목,7,충북선,159.8,시멘트,10.7,하,야간(18-24),1,0,1,0,1
2026-05-04,월,5,경부선,349.0,기타,7.5,하,야간(18-24),0,0,0,0,0
2026-10-08,목,10,전라선,219.1,시멘트,8.2,상,오전(06-12),0,0,0,0,0
2026-04-27,월,4,중앙선,185.9,석탄,4.7,하,새벽(00-06),0,0,0,0,0
2026-04-08,수,4,충북선,137.7,철강,1.0,하,새벽(00-06),0,0,0,0,0
2026-11-13,금,11,전라선,281.3,컨테이너,1.8,상,새벽(00-06),0,0,0,0,0
2026-08-04,화,8,전라선,192.7,시멘트,12.3,하,새벽(00-06),0,0,1,0,0
2026-05-10,일,5,장항선,183.0,석탄,16.0,상,오전(06-12),0,0,0,0,0
2026-11-12,목,11,경부선,339.4,컨테이너,25.0,상,오전(06-12),0,1,0,0,0
2026-12-18,금,12,경부선,319.7,시멘트,11.8,상,새벽(00-06),0,0,0,1,0
2026-04-27,월,4,전라선,191.8,철강,4.3,하,야간(18-24),0,1,0,0,0
2026-07-10,금,7,경부선,280.2,컨테이너,11.8,하,오후(12-18),1,0,1,0,0
2026-06-26,금,6,경부선,341.1,시멘트,16.2,하,오후(12-18),1,0,1,0,1
2026-09-14,월,9,경부선,289.0,컨테이너,18.2,하,오후(12-18),0,1,0,0,0
2026-12-14,월,12,중앙선,120.8,컨테이너,17.6,상,야간(18-24),0,1,0,1,0
2026-07-20,월,7,영동선,115.6,시멘트,15.4,상,오후(12-18),1,1,1,0,1
2026-10-19,월,10,경부선,285.3,컨테이너,12.6,하,새벽(00-06),0,0,0,0,1
2026-08-06,목,8,중앙선,215.4,시멘트,16.4,상,오전(06-12),0,0,1,0,1
2026-11-20,금,11,부산신항선,10.0,컨테이너,4.9,하,오전(06-12),0,0,0,0,0
2026-05-28,목,5,영동선,106.1,광석,1.0,상,새벽(00-06),0,0,0,0,0
2026-05-21,목,5,경부선,322.3,유류,24.6,하,야간(18-24),0,0,0,0,0
2026-06-04,목,6,부산신항선,7.2,컨테이너,11.7,상,새벽(00-06),0,1,1,0,0
2026-12-30,수,12,경부선,287.2,컨테이너,15.2,상,야간(18-24),1,0,0,1,0
2026-08-12,수,8,장항선,174.4,컨테이너,1.0,상,야간(18-24),0,0,1,0,0
2026-02-25,수,2,경부선,274.4,컨테이너,21.3,하,새벽(00-06),0,0,0,1,0
2026-01-15,목,1,중앙선,218.3,철강,18.9,하,오전(06-12),0,0,0,1,1
2026-07-09,목,7,경부선,307.9,시멘트,2.6,상,새벽(00-06),0,0,1,0,0
2026-10-22,목,10,전라선,185.9,시멘트,10.1,하,야간(18-24),1,0,0,0,0
2026-06-24,수,6,경부선,297.8,유류,13.6,하,야간(18-24),0,1,1,0,0
2026-07-24,금,7,중앙선,196.8,철강,4.4,하,야간(18-24),0,0,1,0,0
2026-10-19,월,10,전라선,216.0,시멘트,14.9,상,새벽(00-06),0,0,0,0,0
2026-07-08,수,7,경부선,336.2,석탄,18.3,상,오후(12-18),0,0,1,0,0
2026-11-28,토,11,부산신항선,12.3,시멘트,13.9,하,오후(12-18),0,1,0,0,0
2026-08-21,금,8,중앙선,277.4,석탄,2.6,상,오전(06-12),0,1,1,0,0
2026-09-24,목,9,경부선,366.2,컨테이너,5.8,하,야간(18-24),0,1,0,0,0
2026-10-13,화,10,경부선,254.7,컨테이너,11.3,상,야간(18-24),0,0,0,0,1
2026-08-17,월,8,중앙선,180.7,컨테이너,10.5,하,오후(12-18),0,0,1,0,0
2026-01-19,월,1,경부선,309.5,컨테이너,10.6,상,새벽(00-06),0,1,0,1,0
2026-06-06,토,6,충북선,175.7,시멘트,10.4,상,새벽(00-06),0,0,1,0,0
2026-02-21,토,2,충북선,138.0,철강,1.2,상,새벽(00-06),0,0,0,1,0
2026-07-06,월,7,중앙선,174.7,시멘트,16.8,상,새벽(00-06),1,0,1,0,0
2026-02-22,일,2,중앙선,149.7,기타,15.8,상,야간(18-24),0,0,0,1,0
2026-07-05,일,7,장항선,167.6,컨테이너,15.1,상,오전(06-12),0,0,1,0,0
2026-05-06,수,5,중앙선,173.5,광석,14.6,하,새벽(00-06),0,0,0,0,0
2026-01-08,목,1,충북선,153.5,컨테이너,10.3,하,새벽(00-06),0,0,0,1,0
2026-02-15,일,2,부산신항선,7.0,컨테이너,8.4,상,새벽(00-06),0,1,0,1,1
2026-07-03,금,7,경부선,359.5,컨테이너,5.9,하,오전(06-12),0,0,1,0,0
2026-01-29,목,1,충북선,173.1,컨테이너,21.3,하,새벽(00-06),1,0,0,1,0
2026-11-09,월,11,호남선,172.0,컨테이너,11.9,하,오후(12-18),0,0,0,0,0
2026-10-04,일,10,충북선,161.9,석탄,2.0,하,새벽(00-06),0,0,0,0,0
2026-09-16,수,9,영동선,86.3,컨테이너,11.8,하,새벽(00-06),0,0,0,0,1
2026-03-04,수,3,중앙선,240.3,컨테이너,1.0,하,오전(06-12),1,0,0,0,0
2026-10-18,일,10,충북선,201.7,컨테이너,13.5,하,오전(06-12),1,0,0,0,0
2026-08-20,목,8,중앙선,191.3,석탄,12.9,하,오전(06-12),0,0,1,0,0
2026-05-23,토,5,경부선,286.1,시멘트,8.7,상,야간(18-24),0,0,0,0,0
2026-01-01,목,1,영동선,99.8,컨테이너,6.4,상,새벽(00-06),0,1,0,1,0
2026-07-13,월,7,경부선,302.1,컨테이너,15.4,상,야간(18-24),1,0,1,0,0
2026-10-18,일,10,영동선,108.2,철강,11.5,하,야간(18-24),0,0,0,0,0
2026-01-13,화,1,전라선,270.5,석탄,1.0,상,야간(18-24),0,1,0,1,0
2026-01-20,화,1,부산신항선,13.5,시멘트,19.2,하,야간(18-24),0,0,0,1,0
2026-05-20,수,5,영동선,124.4,시멘트,6.4,하,야간(18-24),1,1,0,0,0
2026-07-06,월,7,충북선,165.6,컨테이너,4.1,상,새벽(00-06),0,1,1,0,0
2026-06-23,화,6,영동선,92.5,시멘트,20.2,하,새벽(00-06),0,0,1,0,0
2026-06-05,금,6,장항선,164.2,철강,18.4,하,오후(12-18),0,0,1,0,0
2026-04-04,토,4,충북선,162.8,철강,9.5,상,오전(06-12),1,0,0,0,0
2026-01-22,목,1,전라선,193.4,시멘트,4.5,하,오후(12-18),0,0,0,1,0
2026-01-12,월,1,경부선,332.4,석탄,6.5,하,새벽(00-06),0,0,0,1,0
2026-02-06,금,2,경부선,352.4,시멘트,9.4,상,새벽(00-06),0,0,0,1,0
2026-09-09,수,9,경부선,342.0,철강,19.3,하,오후(12-18),0,0,0,0,0
2026-10-14,수,10,중앙선,211.0,석탄,19.8,하,오후(12-18),0,1,0,0,0
2026-06-08,월,6,경부선,245.5,철강,13.0,하,오전(06-12),0,0,1,0,0
2026-01-29,목,1,충북선,194.6,컨테이너,15.9,하,새벽(00-06),0,0,0,1,0
2026-06-01,월,6,전라선,182.4,컨테이너,10.7,하,야간(18-24),1,1,1,0,0
2026-12-26,토,12,전라선,224.8,컨테이너,6.8,하,야간(18-24),0,1,0,1,0
2026-04-02,목,4,부산신항선,12.5,시멘트,3.0,상,새벽(00-06),1,0,0,0,0
2026-06-29,월,6,영동선,115.2,시멘트,13.9,하,오후(12-18),0,0,1,0,0
2026-07-16,목,7,부산신항선,6.8,석탄,17.4,하,새벽(00-06),0,0,1,0,0
2026-05-01,금,5,충북선,133.8,시멘트,8.9,상,오전(06-12),0,1,0,0,0
2026-06-09,화,6,경부선,331.7,시멘트,19.1,하,오전(06-12),0,1,1,0,0
2026-06-22,월,6,호남선,221.0,석탄,9.7,상,오전(06-12),0,0,1,0,0
2026-06-23,화,6,경부선,275.9,컨테이너,12.5,상,오전(06-12),0,0,1,0,0
2026-09-19,토,9,경부선,335.9,컨테이너,10.7,상,오전(06-12),0,0,0,0,0
2026-08-01,토,8,중앙선,140.3,컨테이너,19.4,하,오후(12-18),0,0,1,0,0
2026-01-20,화,1,충북선,176.9,철강,15.0,상,오전(06-12),0,0,0,1,0
2026-01-03,토,1,전라선,202.9,컨테이너,11.6,상,오후(12-18),0,0,0,1,0
2026-05-30,토,5,경부선,323.4,컨테이너,12.5,상,오전(06-12),0,1,0,0,0
2026-11-28,토,11,장항선,177.9,컨테이너,4.9,하,야간(18-24),0,1,0,0,1
2026-01-14,수,1,경부선,366.6,시멘트,1.0,하,오후(12-18),0,0,0,1,0
2026-01-26,월,1,중앙선,201.8,광석,8.8,하,야간(18-24),0,1,0,1,0
2026-09-05,토,9,중앙선,172.3,유류,10.8,상,오전(06-12),0,0,0,0,0
2026-06-14,일,6,중앙선,205.9,컨테이너,15.2,하,새벽(00-06),1,1,1,0,0
2026-03-26,목,3,장항선,222.4,시멘트,11.0,상,새벽(00-06),0,0,0,0,0
2026-03-17,화,3,경부선,349.8,컨테이너,9.2,상,야간(18-24),0,1,0,0,0
2026-08-31,월,8,경부선,317.8,철강,1.0,하,오후(12-18),0,0,1,0,0
2026-07-11,토,7,경부선,286.9,시멘트,15.2,하,야간(18-24),1,1,1,0,0
2026-08-21,금,8,장항선,167.3,컨테이너,13.3,하,오후(12-18),0,0,1,0,0
2026-04-13,월,4,영동선,120.0,시멘트,16.9,상,새벽(00-06),0,0,0,0,0
2026-07-12,일,7,전라선,202.8,시멘트,12.2,상,오전(06-12),0,0,1,0,1
2026-11-10,화,11,충북선,161.4,광석,18.9,상,오전(06-12),0,0,0,0,0
2026-04-26,일,4,부산신항선,14.9,컨테이너,8.7,하,오전(06-12),0,0,0,0,0
2026-05-25,월,5,경부선,326.2,광석,11.8,상,오후(12-18),0,1,0,0,0
2026-03-01,일,3,경부선,277.0,컨테이너,13.4,상,오후(12-18),0,0,0,0,0
2026-08-22,토,8,충북선,215.7,컨테이너,16.0,상,오후(12-18),0,0,1,0,0
2026-01-12,월,1,경부선,390.7,철강,14.5,상,새벽(00-06),0,0,0,1,0
2026-04-01,수,4,중앙선,210.8,시멘트,14.9,하,오전(06-12),0,0,0,0,0
2026-09-18,금,9,중앙선,238.0,광석,13.6,하,새벽(00-06),0,1,0,0,0
2026-01-08,목,1,중앙선,184.0,시멘트,10.8,상,오전(06-12),0,0,0,1,0
2026-12-28,월,12,중앙선,218.7,시멘트,17.4,하,새벽(00-06),0,0,0,1,0
2026-05-28,목,5,중앙선,178.5,컨테이너,2.0,하,새벽(00-06),0,0,0,0,1
2026-05-26,화,5,경부선,266.0,광석,8.2,상,야간(18-24),0,0,0,0,0
2026-07-15,수,7,태백선,187.3,석탄,21.6,하,새벽(00-06),0,0,1,0,0
2026-08-22,토,8,전라선,187.2,시멘트,8.0,하,오후(12-18),0,1,1,0,1
2026-06-17,수,6,경부선,332.1,철강,11.5,하,오후(12-18),1,0,1,0,0
2026-11-19,목,11,경부선,331.6,컨테이너,20.3,상,오후(12-18),0,1,0,0,0
2026-12-18,금,12,경부선,340.8,유류,11.2,상,오후(12-18),0,0,0,1,0
2026-03-15,일,3,경부선,316.6,시멘트,7.0,상,오후(12-18),0,1,0,0,0
2026-09-15,화,9,경부선,317.0,철강,19.2,상,야간(18-24),0,0,0,0,0
2026-04-20,월,4,경부선,325.7,철강,10.3,상,새벽(00-06),0,0,0,0,0
2026-12-30,수,12,태백선,145.1,시멘트,10.7,하,새벽(00-06),0,0,0,1,0
2026-04-03,금,4,태백선,135.5,철강,1.0,상,오후(12-18),0,0,0,0,0
2026-04-18,토,4,장항선,178.2,철강,11.2,상,오전(06-12),0,0,0,0,0
2026-09-18,금,9,충북선,128.3,컨테이너,16.1,상,새벽(00-06),0,1,0,0,0
2026-10-16,금,10,전라선,289.8,석탄,9.4,상,오전(06-12),1,0,0,0,0
2026-02-16,월,2,전라선,245.5,시멘트,4.3,상,오후(12-18),0,0,0,1,0
2026-07-22,수,7,부산신항선,11.2,유류,9.1,하,야간(18-24),0,1,1,0,0
2026-05-07,목,5,전라선,210.7,철강,8.3,하,새벽(00-06),0,0,0,0,0
2026-08-12,수,8,전라선,199.3,컨테이너,10.5,하,새벽(00-06),0,1,1,0,0
2026-07-23,목,7,장항선,196.8,컨테이너,8.9,하,새벽(00-06),0,0,1,0,0
2026-12-26,토,12,충북선,157.3,컨테이너,22.0,하,야간(18-24),0,0,0,1,0
2026-12-07,월,12,경부선,345.0,철강,13.8,상,새벽(00-06),0,1,0,1,0
2026-08-27,목,8,경부선,266.1,유류,1.6,상,새벽(00-06),0,1,1,0,0
2026-09-05,토,9,중앙선,247.4,석탄,12.4,상,오전(06-12),0,0,0,0,1
2026-11-25,수,11,경부선,356.3,유류,11.8,상,새벽(00-06),0,0,0,0,0
2026-03-08,일,3,경부선,317.0,시멘트,19.2,상,오후(12-18),1,0,0,0,1
2026-09-22,화,9,경부선,338.9,시멘트,11.1,상,새벽(00-06),0,1,0,0,0
2026-10-09,금,10,중앙선,219.2,기타,10.9,상,오전(06-12),1,0,0,0,1
2026-02-16,월,2,영동선,89.7,컨테이너,23.2,하,새벽(00-06),0,1,0,1,1
2026-11-18,수,11,중앙선,252.0,시멘트,5.6,상,오후(12-18),0,0,0,0,0
2026-09-13,일,9,경부선,339.5,컨테이너,16.8,하,새벽(00-06),1,1,0,0,1
2026-05-07,목,5,중앙선,168.7,컨테이너,12.4,하,새벽(00-06),0,0,0,0,1
2026-06-26,금,6,중앙선,154.9,시멘트,9.0,하,야간(18-24),0,0,1,0,0
2026-06-28,일,6,전라선,259.0,컨테이너,8.1,상,야간(18-24),1,0,1,0,0
2026-12-02,수,12,충북선,166.6,시멘트,20.2,하,오전(06-12),0,1,0,1,0
2026-12-20,일,12,경부선,339.5,컨테이너,14.8,하,오후(12-18),0,0,0,1,0
2026-10-22,목,10,충북선,162.0,시멘트,15.6,하,오후(12-18),0,0,0,0,0
2026-08-27,목,8,경부선,280.1,컨테이너,17.3,상,야간(18-24),0,1,1,0,0
2026-02-08,일,2,전라선,244.7,광석,14.1,하,오전(06-12),0,1,0,1,1
2026-11-30,월,11,호남선,203.3,시멘트,5.6,상,오후(12-18),0,0,0,0,0
2026-02-18,수,2,부산신항선,10.5,철강,2.6,하,야간(18-24),1,1,0,1,0
2026-03-02,월,3,경부선,415.3,시멘트,21.2,하,오전(06-12),0,0,0,0,0
2026-01-26,월,1,전라선,255.5,컨테이너,13.2,하,오전(06-12),0,0,0,1,0
2026-12-12,토,12,장항선,198.1,석탄,12.5,하,새벽(00-06),0,0,0,1,0
2026-06-30,화,6,태백선,189.9,컨테이너,22.8,하,야간(18-24),0,1,1,0,0
2026-03-28,토,3,경부선,335.6,시멘트,5.6,상,오전(06-12),0,1,0,0,1
2026-01-30,금,1,중앙선,197.5,시멘트,1.0,상,오후(12-18),1,0,0,1,1
2026-05-31,일,5,경부선,293.0,철강,1.1,상,오후(12-18),0,0,0,0,1
2026-09-22,화,9,경부선,302.1,광석,8.8,하,오전(06-12),0,0,0,0,0
2026-12-30,수,12,전라선,168.0,컨테이너,12.7,상,오전(06-12),0,0,0,1,0
2026-07-21,화,7,중앙선,221.0,석탄,20.3,상,오전(06-12),0,1,1,0,0
2026-08-10,월,8,경부선,269.5,시멘트,17.1,하,새벽(00-06),0,0,1,0,0
2026-11-02,월,11,태백선,153.6,철강,1.0,하,야간(18-24),1,0,0,0,1
2026-11-26,목,11,중앙선,191.8,광석,25.0,상,새벽(00-06),0,0,0,0,0
2026-04-13,월,4,영동선,111.7,시멘트,9.5,하,야간(18-24),0,0,0,0,1
2026-12-29,화,12,장항선,178.8,컨테이너,19.4,하,야간(18-24),0,0,0,1,0
2026-07-09,목,7,태백선,163.2,철강,15.3,하,야간(18-24),0,1,1,0,0
2026-12-06,일,12,장항선,203.8,시멘트,12.0,하,새벽(00-06),0,0,0,1,0
2026-02-12,목,2,경부선,319.0,유류,10.6,상,새벽(00-06),0,0,0,1,0
2026-02-05,목,2,경부선,284.2,시멘트,5.3,하,오후(12-18),0,0,0,1,0
2026-11-19,목,11,부산신항선,13.4,광석,4.3,하,새벽(00-06),0,1,0,0,1
2026-09-03,목,9,경부선,281.2,컨테이너,11.0,하,야간(18-24),0,1,0,0,0
2026-03-05,목,3,중앙선,138.9,철강,3.7,상,오후(12-18),0,1,0,0,0
2026-11-23,월,11,충북선,173.8,시멘트,21.9,하,야간(18-24),1,1,0,0,1
2026-02-07,토,2,경부선,368.9,석탄,12.6,하,야간(18-24),0,0,0,1,0
2026-09-07,월,9,경부선,304.0,광석,24.6,상,야간(18-24),1,0,0,0,0
2026-03-16,월,3,중앙선,207.5,석탄,9.4,상,새벽(00-06),0,1,0,0,0
2026-01-26,월,1,중앙선,178.8,철강,8.5,하,야간(18-24),1,0,0,1,1
2026-10-22,목,10,전라선,251.1,컨테이너,15.5,하,새벽(00-06),0,1,0,0,1
2026-11-06,금,11,경부선,364.0,컨테이너,10.4,상,야간(18-24),0,0,0,0,0
2026-02-08,일,2,중앙선,184.1,시멘트,17.8,하,오후(12-18),0,0,0,1,0
2026-02-03,화,2,경부선,279.1,시멘트,20.6,하,새벽(00-06),0,0,0,1,0
2026-08-13,목,8,충북선,124.9,컨테이너,18.6,상,오전(06-12),0,1,1,0,0
2026-01-11,일,1,경부선,357.2,철강,20.2,상,오후(12-18),0,0,0,1,1
2026-09-30,수,9,경부선,274.7,석탄,16.9,하,오전(06-12),0,0,0,0,0
2026-12-01,화,12,장항선,187.0,컨테이너,8.7,상,오후(12-18),1,0,0,1,0
2026-10-02,금,10,경부선,351.3,컨테이너,18.8,하,새벽(00-06),0,0,0,0,0
2026-03-26,목,3,전라선,214.4,시멘트,16.2,하,오전(06-12),0,0,0,0,0
2026-03-11,수,3,경부선,313.6,석탄,8.3,하,오후(12-18),0,0,0,0,0
2026-09-06,일,9,경부선,360.2,광석,9.1,상,새벽(00-06),0,0,0,0,0
2026-01-23,금,1,중앙선,165.0,시멘트,11.4,하,오후(12-18),0,0,0,1,1
2026-07-16,목,7,부산신항선,7.9,컨테이너,18.7,상,오전(06-12),1,1,1,0,0
2026-06-13,토,6,중앙선,185.1,유류,12.7,상,야간(18-24),0,0,1,0,0
2026-09-29,화,9,경부선,371.3,컨테이너,12.0,하,야간(18-24),1,0,0,0,1
2026-03-15,일,3,충북선,201.6,석탄,11.0,상,오후(12-18),0,0,0,0,0
2026-10-06,화,10,중앙선,189.8,시멘트,9.9,하,오전(06-12),0,1,0,0,0
2026-09-13,일,9,장항선,165.4,광석,5.0,하,오전(06-12),0,1,0,0,0
2026-03-29,일,3,영동선,125.8,석탄,16.8,하,오전(06-12),0,0,0,0,0
2026-05-11,월,5,충북선,119.6,컨테이너,5.9,하,야간(18-24),0,0,0,0,0
2026-01-25,일,1,중앙선,202.0,시멘트,12.4,상,오전(06-12),0,0,0,1,1
2026-06-14,일,6,중앙선,191.8,컨테이너,9.5,하,새벽(00-06),1,1,1,0,0
2026-04-06,월,4,영동선,129.2,컨테이너,16.6,상,오전(06-12),0,0,0,0,0
2026-02-11,수,2,중앙선,242.1,시멘트,9.9,하,오전(06-12),0,1,0,1,0
2026-07-24,금,7,경부선,282.5,시멘트,6.0,상,야간(18-24),0,1,1,0,1
2026-07-27,월,7,영동선,112.3,철강,17.9,하,새벽(00-06),0,1,1,0,0
2026-02-01,일,2,호남선,193.9,컨테이너,7.0,상,오전(06-12),1,1,0,1,1
2026-03-09,월,3,중앙선,183.0,시멘트,12.9,상,새벽(00-06),0,1,0,0,0
2026-01-31,토,1,중앙선,214.9,유류,19.6,하,오전(06-12),0,0,0,1,0
2026-09-05,토,9,전라선,219.4,시멘트,7.6,상,오전(06-12),1,0,0,0,1
2026-05-04,월,5,태백선,139.4,시멘트,11.4,상,오후(12-18),0,0,0,0,1
2026-01-26,월,1,중앙선,226.8,철강,9.4,하,야간(18-24),0,0,0,1,1
2026-03-11,수,3,중앙선,246.3,철강,12.8,하,오후(12-18),0,0,0,0,0
2026-12-23,수,12,중앙선,203.4,시멘트,11.6,상,오전(06-12),1,0,0,1,1
2026-04-04,토,4,중앙선,197.4,기타,17.5,하,오후(12-18),1,0,0,0,1
2026-09-07,월,9,경부선,275.9,컨테이너,8.3,하,오전(06-12),0,1,0,0,0
2026-06-20,토,6,장항선,211.3,컨테이너,19.6,하,오후(12-18),0,1,1,0,0
2026-03-08,일,3,경부선,340.0,시멘트,21.6,하,야간(18-24),0,1,0,0,1
2026-04-23,목,4,중앙선,198.1,컨테이너,13.5,상,야간(18-24),0,0,0,0,0
2026-01-06,화,1,태백선,137.2,컨테이너,7.3,상,야간(18-24),0,0,0,1,0
2026-09-30,수,9,중앙선,205.9,컨테이너,11.8,하,오전(06-12),0,0,0,0,0
2026-05-03,일,5,중앙선,220.3,석탄,11.3,하,야간(18-24),0,0,0,0,0
2026-07-02,목,7,호남선,230.6,시멘트,22.6,하,오전(06-12),0,0,1,0,1
2026-02-25,수,2,경부선,384.6,유류,11.4,상,새벽(00-06),0,1,0,1,0
2026-10-28,수,10,부산신항선,11.3,컨테이너,20.3,상,오후(12-18),0,0,0,0,0
2026-03-21,토,3,경부선,390.4,석탄,12.7,하,오후(12-18),0,0,0,0,0
2026-07-26,일,7,중앙선,230.3,컨테이너,12.3,상,야간(18-24),0,1,1,0,1
2026-11-15,일,11,충북선,159.8,컨테이너,9.9,하,야간(18-24),1,1,0,0,1
2026-09-18,금,9,중앙선,134.9,석탄,10.4,상,야간(18-24),1,1,0,0,0
2026-08-09,일,8,충북선,163.4,컨테이너,17.3,상,오후(12-18),0,0,1,0,1
2026-11-21,토,11,경부선,382.5,석탄,7.6,하,오후(12-18),0,0,0,0,0
2026-03-06,금,3,충북선,141.9,석탄,17.8,하,새벽(00-06),0,0,0,0,0
2026-12-18,금,12,경부선,323.5,석탄,20.6,상,새벽(00-06),0,1,0,1,0
2026-07-23,목,7,장항선,182.9,시멘트,8.4,하,새벽(00-06),0,1,1,0,0
2026-05-30,토,5,충북선,184.9,유류,19.2,하,새벽(00-06),1,1,0,0,1
2026-04-04,토,4,중앙선,179.7,컨테이너,18.3,상,야간(18-24),0,0,0,0,0
2026-09-29,화,9,경부선,285.4,광석,17.2,상,오후(12-18),1,0,0,0,0
2026-12-23,수,12,중앙선,213.3,컨테이너,8.2,상,오후(12-18),0,1,0,1,0
2026-09-09,수,9,충북선,142.7,시멘트,11.3,하,새벽(00-06),0,1,0,0,0
2026-01-12,월,1,경부선,246.8,광석,11.3,하,오후(12-18),0,1,0,1,1
2026-06-21,일,6,전라선,284.6,컨테이너,24.5,상,오후(12-18),0,0,1,0,0
2026-09-25,금,9,경부선,357.3,유류,11.9,하,오전(06-12),0,0,0,0,0
2026-05-26,화,5,경부선,395.5,시멘트,10.9,상,새벽(00-06),0,0,0,0,0
2026-10-10,토,10,전라선,255.6,유류,5.1,상,오후(12-18),0,0,0,0,0
2026-09-16,수,9,경부선,347.4,컨테이너,6.2,상,새벽(00-06),0,0,0,0,0
2026-01-25,일,1,경부선,335.0,시멘트,7.9,하,오후(12-18),0,0,0,1,0
2026-07-23,목,7,전라선,223.8,컨테이너,14.2,하,야간(18-24),0,1,1,0,0
2026-03-04,수,3,전라선,244.8,컨테이너,3.5,하,새벽(00-06),1,0,0,0,0
2026-06-27,토,6,경부선,298.1,석탄,8.0,하,새벽(00-06),0,0,1,0,0
2026-05-21,목,5,경부선,277.4,철강,1.0,하,오전(06-12),0,0,0,0,0
